word,class,level,meaning,full_sentence,category
unfortunately,adverb,a2,"thật không may, đáng tiếc là","Unfortunately, the concert was cancelled due to bad weather.",Grammar
unhappy,adjective,a2,"không vui, buồn bã",She felt unhappy after receiving the bad news.,Emotions
uniform,noun,a2,đồng phục,Students at this school are required to wear a uniform every day.,General
unify,verb,c1,"thống nhất, hợp nhất",The new leader's goal is to unify the different factions within the party.,Politics & Law
union,noun,b1,"liên minh, công đoàn, sự hợp nhất",The workers decided to form a union to negotiate for better pay and conditions.,General
unique,adjective,b2,"độc đáo, độc nhất vô nhị","Each person's fingerprints are unique, making them useful for identification.",Science
unit,noun,a2,"đơn vị, bộ phận",The apartment building has twenty residential units.,Objects & Tools
unite,verb,b2,"hợp nhất, đoàn kết",The different factions decided to unite for the common good.,Politics & Law
united,adjective,a2,"đoàn kết, thống nhất",The team was united in their effort to win the championship.,Sports
unity,noun,b2,"sự đoàn kết, sự thống nhất",The leader emphasized the importance of national unity.,People
universal,adjective,b2,"phổ quát, toàn cầu",The desire for happiness is a universal human emotion.,General
universe,noun,b2,vũ trụ,Scientists are still exploring the vastness of the universe.,General
university,noun,a1,trường đại học,She decided to study abroad at a prestigious university.,Education
unknown,adjective,b2,"không rõ, vô danh",The cause of the strange illness remains unknown.,General
unless,conjunction,b1,"trừ khi, nếu không",We won't go to the park unless the rain stops.,Grammar
unlike,preposition,b1,"không giống như, khác với","Unlike his brother, he prefers quiet evenings at home.",General
unlikely,adjective,b1,"không chắc, khó có thể xảy ra",It's unlikely that they will finish the project on time.,General
unnecessary,adjective,b1,"không cần thiết, thừa",It's unnecessary to bring a heavy coat; the weather will be warm.,General
unpleasant,adjective,b1,"khó chịu, không dễ chịu",The smell from the factory was very unpleasant.,Health
unprecedented,adjective,c1,"chưa từng có, chưa từng xảy ra",The company experienced an unprecedented growth in sales last quarter.,Professions
until,conjunction,a1,cho đến khi (liên từ),We waited until the rain stopped before leaving.,Time
until,preposition,a1,cho đến (giới từ),The store is open until 9 PM.,Time
unusual,adjective,a2,"không bình thường, lạ",It's quite unusual to see snow in April in this region.,General
unveil,verb,c1,"tiết lộ, công bố, khánh thành",The company will unveil its new smartphone model next month.,Professions
up,adverb,a1,"lên, ở trên, hoàn toàn",Please stand up when the teacher enters the room.,Grammar
up,preposition,a1,"lên, hướng lên, dọc theo",We walked up the hill to enjoy the view.,Travel
upcoming,adjective,c1,"sắp tới, sắp diễn ra",Everyone is excited about the upcoming holiday season.,Time
update,noun,b1,"bản cập nhật, sự cập nhật",The software requires a new update to fix the security issues.,Computing & Internet
update,verb,b1,cập nhật,Please update your personal information in the system.,Computing & Internet
upgrade,noun,c1,"sự nâng cấp, bản nâng cấp",We decided to get an upgrade for our internet speed.,Technology
upgrade,verb,c1,nâng cấp,You can upgrade your phone plan at any time.,Technology
uphold,verb,c1,"duy trì, giữ vững, tán thành",The court decided to uphold the previous ruling.,Politics & Law
upon,preposition,b1,"trên, ở trên (thường dùng trong văn viết hoặc trang trọng hơn 'on')","Once upon a time, there was a beautiful princess.",Grammar
upper,adjective,b2,"trên, phía trên, cao hơn",The upper floor of the building offers a great view of the city.,General
upset,adjective,b1,"buồn bã, khó chịu, tức giận",She was very upset when she heard the bad news.,Feelings & States
upset,verb,b1,"làm ai đó buồn/khó chịu; làm đổ, lật đổ",The sudden change in plans really upset him.,Feelings & States
upstairs,adjective,a2,"ở tầng trên, lên tầng trên",The upstairs bedroom has a balcony.,Home & Housing
upstairs,adverb,a1,"ở tầng trên, lên tầng trên",She went upstairs to get her book.,Home & Housing
upwards,adverb,b2,"hướng lên trên, đi lên",The smoke drifted upwards into the sky.,Environment
urban,adjective,b2,"thuộc về thành phố, đô thị",Urban areas often have more job opportunities.,Society & Community
urge,verb,b2,"thúc giục, khuyến khích",I urge you to consider all options before making a decision.,Communication
urgent,adjective,b2,"khẩn cấp, cấp bách",This is an urgent matter that requires immediate attention.,Professions
us,pronoun,a1,"chúng tôi, chúng ta (đại từ tân ngữ)",Can you give us a hand with these boxes?,Grammar
usage,noun,b2,"sự sử dụng, cách dùng",The correct usage of this software requires a specific license.,Technology
use,noun,a2,"sự dùng, công dụng, mục đích sử dụng",What's the use of having a car if you never drive it?,Action Verbs
use,verb,a1,"dùng, sử dụng",Please use a pen to fill out the form.,Action Verbs
used,adjective,b1,"đã qua sử dụng, cũ",I bought a used car that was still in excellent condition.,Finance
used to,modal verb,a2,"từng, đã từng (chỉ thói quen hoặc trạng thái trong quá khứ không còn nữa)",I used to live in a small village before moving to the city.,Daily Life
useful,adjective,a1,"hữu ích, có ích",This new app is very useful for organizing my tasks.,Technology
useless,adjective,b2,"vô ích, không có tác dụng",Trying to fix the old printer was useless; it was completely broken.,Daily Life
user,noun,a2,"người dùng, người sử dụng",The software company is collecting feedback from its users to improve the product.,Computing & Internet
usual,adjective,a2,"thông thường, quen thuộc, thường lệ","He arrived at his usual time, just before 9 AM.",Grammar
usually,adverb,a1,"thường xuyên, thông thường",She usually wakes up early to go for a run.,Grammar
utility,noun,c1,"tiện ích, dịch vụ công cộng (điện, nước, gas)",The city provides essential utilities like water and electricity to all residents.,Finance
utilize,verb,c1,"sử dụng, tận dụng",We need to utilize all available resources to complete the project on time.,Professions
utterly,adverb,c1,"hoàn toàn, tuyệt đối","The performance was utterly brilliant, everyone gave a standing ovation.",Emotions
vacation,noun,a1,"kỳ nghỉ, chuyến đi nghỉ mát",They are planning a family vacation to the beach next summer.,Travel
vacuum,noun,c1,chân không; máy hút bụi,She used the vacuum to clean the carpets thoroughly.,Daily Life
vague,adjective,c1,"mơ hồ, không rõ ràng",The instructions were so vague that I didn't know how to start.,Communication
valid,adjective,b2,"hợp lệ, có giá trị",You need a valid passport to travel internationally.,Politics & Law
validity,noun,c1,"tính hợp lệ, giá trị",The lawyer questioned the validity of the contract.,Politics & Law
valley,noun,a2,thung lũng,The small village was nestled in a beautiful green valley.,Nature & Wildlife
valuable,adjective,b1,"có giá trị, quý giá","The antique vase was extremely valuable, fetching a high price at auction.",Finance
value,noun,b1,"giá trị, sự quý giá",The true value of friendship cannot be measured in money.,General
value,verb,b2,"đánh giá cao, coi trọng",She truly values her privacy and rarely shares personal details.,Emotions
van,noun,a2,"xe tải nhỏ, xe van",The delivery driver parked his white van outside the house.,Sports
vanish,verb,c1,"biến mất, tan biến",The magician made the rabbit vanish from the hat with a wave of his hand.,Arts & Music
variable,adjective,c1,"có thể thay đổi, không cố định",The weather in spring is often very variable.,Environment
variable,noun,c1,biến số,"In this experiment, temperature is a key variable.",Science
variation,noun,b2,"sự biến đổi, sự khác nhau",There is a wide variation in prices for similar products.,Finance
varied,adjective,c1,"đa dạng, nhiều loại",The menu offered a varied selection of dishes.,Food & Drink
variety,noun,a2,"sự đa dạng, nhiều loại",The store sells a wide variety of fresh fruits.,Shopping & Money
various,adjective,b1,"nhiều loại, đa dạng",The store offers various types of coffee from different regions.,Grammar
vary,verb,b2,"thay đổi, biến đổi",Prices for flights can vary greatly depending on the season.,Finance
vast,adjective,b2,"rộng lớn, bao la","The desert stretched out before them, a vast expanse of sand.",Environment
vegetable,noun,a1,rau củ,Eating plenty of fresh vegetables is good for your health.,Fruits & Vegetables
vehicle,noun,a2,phương tiện giao thông,A car is a common type of motor vehicle.,Sports
vein,noun,c1,mạch máu (trong cơ thể); gân (lá); mạch (khoáng sản),The nurse struggled to find a suitable vein for the blood test.,Science
venture,noun,c1,dự án kinh doanh mạo hiểm; sự mạo hiểm,Their latest business venture involved investing in renewable energy.,Professions
venture,verb,c1,"mạo hiểm, liều mình; dám làm",She decided to venture into the unknown territory despite the risks.,Finance
venue,noun,b2,địa điểm (tổ chức sự kiện); nơi gặp gỡ,The concert venue was packed with thousands of excited fans.,General
verbal,adjective,c1,"bằng lời nói, thuộc về lời nói; bằng miệng","He gave a verbal agreement, but we still need to get it in writing.",Communication
verdict,noun,c1,phán quyết (của bồi thẩm đoàn/tòa án),The jury delivered a guilty verdict after hours of deliberation.,Crime & Justice
verify,verb,c1,"xác minh, kiểm tra lại",Please verify your account details before proceeding with the payment.,Work & Career
verse,noun,c1,"câu thơ, khổ thơ",She recited the first verse of the poem beautifully.,Grammar
version,noun,b1,"phiên bản; bản (kể, dịch)","This is the latest version of the software, with many new features.",Technology
versus,preposition,c1,"đối đầu với, chống lại; so với",The next match will be Manchester United versus Liverpool.,Sports
vertical,adjective,b2,"thẳng đứng, dọc",The architect designed a building with a striking vertical garden on one side.,General
very,adjective,b2,"chính xác, đích thực (dùng để nhấn mạnh danh từ)",That was the very moment I realized I had made a mistake.,Time
very,adverb,a1,"rất, cực kỳ",She was very happy with the results of her exam.,Emotions
vessel,noun,c1,"tàu, thuyền lớn; mạch (máu); bình, vật chứa",The ancient clay vessel was carefully excavated from the archaeological site.,Science
veteran,noun,c1,cựu chiến binh; người có kinh nghiệm lâu năm,The veteran journalist had covered many major political events throughout his career.,Professions
via,preposition,b2,"thông qua, qua ngả, bằng cách",We flew to London via Paris.,Travel
